Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
15/02/2007,06:00:00,0.334,0.116,243.23,1.4,0,1,0.0
15/02/2007,06:01:00,0.336,0.122,244.22,1.4,0,1,0.0
15/02/2007,06:02:00,0.332,0.116,243.09,1.4,0,1,0.0
15/02/2007,06:03:00,0.334,0.12,243.86,1.4,0,2,0.0
15/02/2007,06:04:00,0.332,0.118,243.32,1.4,0,1,0.0
15/02/2007,06:05:00,0.332,0.12,243.5,1.4,0,1,0.0
15/02/2007,06:06:00,0.332,0.12,243.72,1.4,0,1,0.0
15/02/2007,06:07:00,0.33,0.116,242.75,1.4,0,1,0.0
15/02/2007,06:08:00,0.332,0.12,243.71,1.4,0,1,0.0
15/02/2007,06:09:00,0.33,0.118,243.24,1.4,0,2,0.0
15/02/2007,06:10:00,0.33,0.116,242.63,1.4,0,1,0.0
15/02/2007,06:11:00,0.332,0.12,243.58,1.4,0,1,0.0
15/02/2007,06:12:00,0.33,0.116,242.89,1.4,0,1,0.0
15/02/2007,06:13:00,0.332,0.122,244.03,1.4,0,1,0.0
15/02/2007,06:14:00,0.33,0.118,243.48,1.4,0,1,0.0
15/02/2007,06:15:00,0.33,0.118,243.72,1.4,0,1,0.0
15/02/2007,06:16:00,0.334,0.126,245.3,1.4,0,2,0.0
15/02/2007,06:17:00,0.342,0.128,244.21,1.6,0,1,0.0
15/02/2007,06:18:00,0.544,0.28,244.78,2.6,0,1,0.0
15/02/2007,06:19:00,0.53,0.276,243.91,2.4,0,1,0.0
15/02/2007,06:20:00,0.48,0.206,242.69,2.2,0,1,0.0
15/02/2007,06:21:00,0.444,0.126,242.78,1.8,0,0,0.0
15/02/2007,06:22:00,0.47,0.128,243.32,2,0,0,0.0
15/02/2007,06:23:00,0.468,0.128,243.17,2,0,0,0.0
15/02/2007,06:24:00,0.468,0.132,243.93,2,0,0,0.0
15/02/2007,06:25:00,1.154,0.116,242.08,5.2,0,0,9.0
15/02/2007,06:26:00,1.594,0.118,243.09,6.6,0,0,19.0
15/02/2007,06:27:00,1.578,0.116,243,6.4,0,0,19.0
15/02/2007,06:28:00,1.552,0.112,241.86,6.4,0,0,18.0
15/02/2007,06:29:00,1.56,0.116,243,6.4,0,0,18.0
15/02/2007,06:30:00,1.61,0.18,242.13,6.6,0,0,18.0
15/02/2007,06:31:00,1.552,0.112,242.87,6.4,0,0,18.0
15/02/2007,06:32:00,1.546,0.09,243.95,6.2,0,0,19.0
15/02/2007,06:33:00,1.538,0.088,243.42,6.2,0,0,18.0
15/02/2007,06:34:00,1.544,0.09,244.05,6.2,0,0,18.0
15/02/2007,06:35:00,1.538,0.088,243.6,6.2,0,0,18.0
15/02/2007,06:36:00,1.538,0.09,243.83,6.2,0,0,19.0
15/02/2007,06:37:00,1.566,0.084,242.83,6.4,0,0,18.0
15/02/2007,06:38:00,1.586,0.084,242.71,6.4,0,0,18.0
15/02/2007,06:39:00,1.65,0.088,243,6.8,0,0,18.0
15/02/2007,06:40:00,1.694,0,242.57,7,0,0,18.0
15/02/2007,06:41:00,1.694,0,242.73,7,0,0,18.0
15/02/2007,06:42:00,1.656,0,243.99,6.8,0,0,18.0
15/02/2007,06:43:00,2.39,0,242.99,9.8,0,0,18.0
15/02/2007,06:44:00,2.358,0,241.22,9.8,0,0,18.0
15/02/2007,06:45:00,2.588,0,241.78,10.6,0,0,18.0
15/02/2007,06:46:00,2.662,0,241.27,11,0,0,18.0
15/02/2007,06:47:00,2.594,0,241,10.6,0,0,18.0
15/02/2007,06:48:00,2.484,0,242.07,10.2,0,0,18.0
15/02/2007,06:49:00,2.478,0,241.22,10.2,0,0,17.0
15/02/2007,06:50:00,2.484,0,241.62,10.2,0,0,18.0
15/02/2007,06:51:00,3.896,0,240.2,17.2,0,0,18.0
15/02/2007,06:52:00,5.252,0,238.85,22,0,0,18.0
15/02/2007,06:53:00,6.358,0,238.31,27,0,0,17.0
15/02/2007,06:54:00,7.234,0,235.48,30.8,0,0,17.0
15/02/2007,06:55:00,3.404,0,238.63,14.2,0,0,17.0
15/02/2007,06:56:00,3.854,0,238.24,16.2,0,0,18.0
15/02/2007,06:57:00,4.158,0.12,236.42,17.6,0,0,17.0
15/02/2007,06:58:00,4.38,0.128,237.87,18.4,0,0,17.0
15/02/2007,06:59:00,5.082,0.168,237.52,21.6,0,0,18.0
15/02/2007,07:00:00,3.942,0.172,240.15,16.6,0,0,17.0
15/02/2007,07:01:00,2.796,0.17,240.85,11.6,0,0,18.0
15/02/2007,07:02:00,3.202,0.176,239.06,13.4,0,0,18.0
15/02/2007,07:03:00,3.198,0.176,238.95,13.4,0,0,17.0
15/02/2007,07:04:00,2.994,0.182,239.33,12.6,0,0,18.0
15/02/2007,07:05:00,2.864,0.18,238.94,12,0,0,17.0
15/02/2007,07:06:00,2.876,0.182,239.25,12,0,0,18.0
15/02/2007,07:07:00,2.858,0.158,238.72,12,0,0,17.0
15/02/2007,07:08:00,2.78,0.246,239.5,11.8,0,0,18.0
15/02/2007,07:09:00,2.174,0.27,240.41,9,0,0,18.0
15/02/2007,07:10:00,2.714,0.248,237.43,11.6,0,0,17.0
15/02/2007,07:11:00,2.72,0.216,238.13,11.6,0,0,17.0
15/02/2007,07:12:00,2.038,0.122,237.26,8.6,0,0,18.0
15/02/2007,07:13:00,2.04,0.12,236.89,8.6,0,0,17.0
15/02/2007,07:14:00,2.05,0.12,237.09,8.6,0,0,17.0
15/02/2007,07:15:00,2.128,0.116,236.45,9,0,0,17.0
15/02/2007,07:16:00,2.224,0.122,238.33,9.2,0,0,18.0
15/02/2007,07:17:00,2.176,0.126,238.56,9,0,0,17.0
15/02/2007,07:18:00,2.182,0.124,237.88,9.2,0,0,17.0
15/02/2007,07:19:00,2.246,0.128,239.88,9.4,0,0,18.0
15/02/2007,07:20:00,2.22,0,238.87,9.2,0,0,18.0
15/02/2007,07:21:00,2.674,0,238.65,11.2,0,0,17.0
15/02/2007,07:22:00,2.224,0,239.91,9.4,0,0,18.0
15/02/2007,07:23:00,1.992,0,239.07,8.2,0,0,17.0
15/02/2007,07:24:00,1.994,0,239.92,8.2,0,0,18.0
15/02/2007,07:25:00,1.986,0,239.38,8.2,0,0,17.0
15/02/2007,07:26:00,1.976,0,238.29,8.2,0,0,18.0
15/02/2007,07:27:00,1.98,0,238.09,8.2,0,0,17.0
15/02/2007,07:28:00,1.962,0,237.07,8.2,0,0,17.0
15/02/2007,07:29:00,1.97,0,238.05,8.2,0,0,18.0
15/02/2007,07:30:00,2.082,0,237.67,8.8,0,0,17.0
15/02/2007,07:31:00,2.158,0,236.88,9,0,0,17.0
15/02/2007,07:32:00,2.164,0,237.56,9,0,0,18.0
15/02/2007,07:33:00,2.156,0,237.07,9,0,0,17.0
15/02/2007,07:34:00,2.156,0,236.6,9,0,0,17.0
15/02/2007,07:35:00,2.25,0.062,237.97,9.4,0,0,17.0
15/02/2007,07:36:00,2.414,0.118,237.51,10.2,0,0,18.0
15/02/2007,07:37:00,2.522,0.116,237.58,10.6,0,0,17.0
15/02/2007,07:38:00,2.394,0.122,238.26,10,0,0,17.0
15/02/2007,07:39:00,2.416,0.128,239.78,10,0,0,18.0
15/02/2007,07:40:00,2.492,0.134,241.24,10.2,0,0,18.0
15/02/2007,07:41:00,2.438,0.132,240.75,10,0,0,18.0
15/02/2007,07:42:00,2.536,0.122,239.27,10.6,0,0,17.0
15/02/2007,07:43:00,2.69,0.12,239.5,11.2,0,0,18.0
15/02/2007,07:44:00,2.61,0.118,238.55,11,0,0,17.0
15/02/2007,07:45:00,2.562,0.118,238.48,10.8,0,0,18.0
15/02/2007,07:46:00,2.58,0.122,239.5,10.8,0,0,17.0
15/02/2007,07:47:00,2.562,0.118,238.71,10.6,0,0,18.0
15/02/2007,07:48:00,2.56,0.118,238.78,10.6,0,0,17.0
15/02/2007,07:49:00,2.406,0.062,240.25,10,0,0,18.0
15/02/2007,07:50:00,1.834,0,239.49,7.6,0,0,18.0
15/02/2007,07:51:00,1.73,0,240.36,7.2,0,0,17.0
15/02/2007,07:52:00,1.866,0.106,239.35,7.8,0,0,18.0
15/02/2007,07:53:00,1.8,0,240,7.4,0,0,18.0
15/02/2007,07:54:00,2.064,0,240.74,8.6,0,0,17.0
15/02/2007,07:55:00,1.76,0,239.54,7.2,0,0,18.0
15/02/2007,07:56:00,1.842,0.05,240.34,7.6,0,0,18.0
15/02/2007,07:57:00,1.91,0.09,240.95,7.8,0,0,17.0
15/02/2007,07:58:00,1.886,0.086,240.26,7.8,0,0,18.0
15/02/2007,07:59:00,1.77,0.092,241.3,7.2,0,0,18.0
15/02/2007,08:00:00,1.852,0.09,240.66,7.6,0,0,18.0
15/02/2007,08:01:00,2.258,0.1,239.97,9.4,0,0,17.0
15/02/2007,08:02:00,2.106,0.1,239.5,8.8,0,0,18.0
15/02/2007,08:03:00,1.908,0.098,238.5,8,0,0,17.0
15/02/2007,08:04:00,1.972,0.1,239.25,8.2,0,0,18.0
15/02/2007,08:05:00,1.914,0.102,239.07,8,0,0,17.0
15/02/2007,08:06:00,1.892,0.098,238.19,7.8,0,0,18.0
15/02/2007,08:07:00,1.618,0.094,239.02,6.8,0,0,17.0
15/02/2007,08:08:00,1.336,0,238.61,5.6,0,0,18.0
15/02/2007,08:09:00,1.308,0,238.36,5.4,0,0,17.0
15/02/2007,08:10:00,1.31,0,238.32,5.4,0,0,18.0
15/02/2007,08:11:00,1.308,0,238.09,5.4,0,0,17.0
15/02/2007,08:12:00,1.344,0.062,238.62,5.6,0,0,18.0
15/02/2007,08:13:00,1.404,0.188,238.56,5.8,0,0,17.0
15/02/2007,08:14:00,1.47,0.216,238.66,6.2,0,0,17.0
15/02/2007,08:15:00,1.422,0.12,239.29,5.8,0,0,18.0
15/02/2007,08:16:00,1.41,0.118,238.65,5.8,0,0,17.0
15/02/2007,08:17:00,1.4,0.112,237.68,5.8,0,0,18.0
15/02/2007,08:18:00,1.404,0.112,237.88,5.8,0,0,17.0
15/02/2007,08:19:00,1.398,0.11,237.34,5.8,0,0,17.0
15/02/2007,08:20:00,1.406,0.114,238.21,5.8,0,0,18.0
15/02/2007,08:21:00,1.404,0.114,238.11,5.8,0,0,17.0
15/02/2007,08:22:00,1.402,0.114,237.97,5.8,0,0,18.0
15/02/2007,08:23:00,1.4,0.116,238.25,5.8,0,0,17.0
15/02/2007,08:24:00,1.39,0.114,237.78,5.8,0,0,17.0
15/02/2007,08:25:00,1.382,0.11,237.02,5.8,0,0,18.0
15/02/2007,08:26:00,1.402,0.118,239.04,5.8,0,0,17.0
15/02/2007,08:27:00,1.41,0.12,239.13,5.8,0,0,18.0
15/02/2007,08:28:00,1.392,0.092,239.48,5.8,0,0,17.0
15/02/2007,08:29:00,1.328,0,240.13,5.4,0,0,18.0
15/02/2007,08:30:00,1.324,0,239.74,5.4,0,0,17.0
15/02/2007,08:31:00,1.33,0,240.43,5.4,0,0,18.0
15/02/2007,08:32:00,1.328,0,240.34,5.4,0,0,18.0
15/02/2007,08:33:00,1.32,0,240.03,5.4,0,0,18.0
15/02/2007,08:34:00,1.33,0,240.91,5.4,0,0,17.0
15/02/2007,08:35:00,1.318,0,239.92,5.4,0,0,18.0
15/02/2007,08:36:00,1.324,0,239.84,5.4,0,0,18.0
15/02/2007,08:37:00,1.322,0,239.54,5.4,0,0,17.0
15/02/2007,08:38:00,1.318,0,239.23,5.4,0,0,18.0
15/02/2007,08:39:00,1.322,0,239.66,5.4,0,0,17.0
15/02/2007,08:40:00,1.316,0,239.12,5.4,0,0,18.0
15/02/2007,08:41:00,1.31,0,238.79,5.4,0,0,17.0
15/02/2007,08:42:00,1.366,0,239.78,5.6,0,0,18.0
15/02/2007,08:43:00,1.386,0.092,239.24,5.8,0,0,18.0
15/02/2007,08:44:00,1.392,0.092,239.52,5.8,0,0,17.0
15/02/2007,08:45:00,1.404,0.096,240.22,5.8,0,0,18.0
15/02/2007,08:46:00,1.396,0.092,239.48,5.8,0,0,17.0
15/02/2007,08:47:00,1.402,0.096,240.24,5.8,0,0,18.0
15/02/2007,08:48:00,1.406,0.098,240.78,5.8,0,0,18.0
15/02/2007,08:49:00,1.396,0.096,239.95,5.8,0,0,18.0
15/02/2007,08:50:00,1.394,0.096,240.3,5.8,0,0,17.0
15/02/2007,08:51:00,1.384,0.092,239.63,5.8,0,0,18.0
15/02/2007,08:52:00,1.38,0.092,239.18,5.8,0,0,17.0
15/02/2007,08:53:00,1.432,0.13,240.1,6,0,0,18.0
15/02/2007,08:54:00,1.414,0.114,237.81,5.8,0,0,17.0
15/02/2007,08:55:00,1.42,0.118,238.74,6,0,0,18.0
15/02/2007,08:56:00,1.416,0.118,238.67,5.8,0,0,17.0
15/02/2007,08:57:00,1.408,0.116,238.16,5.8,0,0,18.0
15/02/2007,08:58:00,1.418,0.12,239.08,5.8,0,0,17.0
15/02/2007,08:59:00,1.398,0.116,238.05,5.8,0,0,18.0
15/02/2007,09:00:00,1.466,0.192,238.27,6.2,0,0,17.0
15/02/2007,09:01:00,1.48,0.238,238.55,6.2,0,1,18.0
15/02/2007,09:02:00,1.47,0.232,237.56,6.2,0,1,17.0
15/02/2007,09:03:00,1.472,0.232,237.72,6.2,0,1,17.0
15/02/2007,09:04:00,1.482,0.238,238.41,6.2,0,2,18.0
15/02/2007,09:05:00,1.468,0.23,236.99,6.2,0,1,17.0
15/02/2007,09:06:00,1.488,0.24,238.95,6.2,0,1,17.0
15/02/2007,09:07:00,1.482,0.238,238.36,6.2,0,2,18.0
15/02/2007,09:08:00,1.428,0.144,240.01,6,0,1,17.0
15/02/2007,09:09:00,1.418,0.118,241.14,5.8,0,2,18.0
15/02/2007,09:10:00,1.4,0.114,240.09,5.8,0,1,18.0
15/02/2007,09:11:00,1.4,0.112,240.03,5.8,0,1,18.0
15/02/2007,09:12:00,1.402,0.114,240.33,5.8,0,2,17.0
15/02/2007,09:13:00,1.394,0.11,239.51,5.8,0,1,18.0
15/02/2007,09:14:00,1.402,0.114,240.26,5.8,0,1,18.0
15/02/2007,09:15:00,1.398,0.112,239.99,5.8,0,2,17.0
15/02/2007,09:16:00,1.4,0.114,240.23,5.8,0,1,18.0
15/02/2007,09:17:00,1.406,0.116,240.92,5.8,0,1,18.0
15/02/2007,09:18:00,1.406,0.116,240.74,5.8,0,2,17.0
15/02/2007,09:19:00,1.412,0.118,241.05,5.8,0,1,18.0
15/02/2007,09:20:00,1.41,0.116,240.89,5.8,0,1,18.0
15/02/2007,09:21:00,1.396,0.11,239.6,5.8,0,1,18.0
15/02/2007,09:22:00,1.398,0.112,239.97,5.8,0,2,17.0
15/02/2007,09:23:00,1.406,0.116,241.05,5.8,0,1,18.0
15/02/2007,09:24:00,1.39,0.11,239.85,5.8,0,1,18.0
15/02/2007,09:25:00,1.402,0.116,241.06,5.8,0,1,18.0
15/02/2007,09:26:00,1.4,0.116,241.06,5.8,0,1,17.0
15/02/2007,09:27:00,1.384,0.108,239.51,5.8,0,2,18.0
15/02/2007,09:28:00,1.446,0.16,240.5,6,0,1,18.0
15/02/2007,09:29:00,1.472,0.218,240.76,6.2,0,1,18.0
15/02/2007,09:30:00,1.456,0.212,239.34,6,0,1,17.0
15/02/2007,09:31:00,1.466,0.216,240.14,6.2,0,1,18.0
15/02/2007,09:32:00,1.512,0.26,240.16,6.4,0,2,17.0
15/02/2007,09:33:00,1.568,0.346,239.6,6.6,0,1,18.0
15/02/2007,09:34:00,1.57,0.35,240.23,6.6,0,1,18.0
15/02/2007,09:35:00,1.57,0.352,240.6,6.6,0,1,17.0
15/02/2007,09:36:00,1.556,0.346,239.64,6.6,0,1,18.0
15/02/2007,09:37:00,1.56,0.35,240.13,6.6,0,1,18.0
15/02/2007,09:38:00,1.56,0.35,240.35,6.6,0,1,17.0
15/02/2007,09:39:00,1.564,0.354,240.84,6.6,0,2,18.0
15/02/2007,09:40:00,1.524,0.296,240.86,6.4,0,1,18.0
15/02/2007,09:41:00,1.488,0.248,240.43,6.2,0,1,18.0
15/02/2007,09:42:00,1.498,0.254,241.44,6.2,0,1,18.0
15/02/2007,09:43:00,1.492,0.252,241.01,6.2,0,1,17.0
15/02/2007,09:44:00,1.474,0.242,239.5,6.2,0,1,18.0
15/02/2007,09:45:00,1.478,0.246,239.96,6.2,0,1,18.0
15/02/2007,09:46:00,1.47,0.24,239.17,6.2,0,2,17.0
15/02/2007,09:47:00,1.434,0.182,239.83,6,0,1,18.0
15/02/2007,09:48:00,1.396,0.116,240.88,5.8,0,1,18.0
15/02/2007,09:49:00,1.384,0.098,240.54,5.8,0,1,17.0
15/02/2007,09:50:00,1.338,0,241.68,5.4,0,0,18.0
15/02/2007,09:51:00,1.32,0,239.98,5.4,0,0,18.0
15/02/2007,09:52:00,1.318,0,239.82,5.4,0,0,17.0
15/02/2007,09:53:00,1.326,0,240.59,5.4,0,0,18.0
15/02/2007,09:54:00,1.322,0,240.23,5.4,0,0,18.0
15/02/2007,09:55:00,1.322,0,240.28,5.4,0,0,18.0
15/02/2007,09:56:00,1.328,0,240.84,5.4,0,0,17.0
15/02/2007,09:57:00,1.33,0,240.92,5.4,0,0,18.0
15/02/2007,09:58:00,1.336,0,241.49,5.4,0,0,18.0
15/02/2007,09:59:00,1.33,0,241,5.4,0,0,18.0
15/02/2007,10:00:00,1.322,0,240.25,5.4,0,0,18.0
15/02/2007,10:01:00,1.326,0,240.49,5.4,0,0,17.0
15/02/2007,10:02:00,1.324,0,240.23,5.4,0,0,18.0
15/02/2007,10:03:00,1.32,0,239.94,5.4,0,0,18.0
15/02/2007,10:04:00,1.326,0,240.51,5.4,0,0,17.0
15/02/2007,10:05:00,1.32,0,239.86,5.4,0,0,18.0
15/02/2007,10:06:00,1.322,0,240.02,5.4,0,0,18.0
15/02/2007,10:07:00,1.316,0,239.46,5.4,0,0,17.0
15/02/2007,10:08:00,1.306,0,238.5,5.4,0,0,18.0
15/02/2007,10:09:00,1.318,0,239.68,5.4,0,0,17.0
15/02/2007,10:10:00,1.296,0,237.62,5.4,0,0,18.0
15/02/2007,10:11:00,1.296,0,237.54,5.4,0,0,17.0
15/02/2007,10:12:00,1.414,0.106,238.35,6,0,0,17.0
15/02/2007,10:13:00,1.408,0.116,238.09,5.8,0,0,18.0
15/02/2007,10:14:00,1.404,0.116,237.96,5.8,0,0,17.0
15/02/2007,10:15:00,1.46,0.17,238,6.2,0,0,17.0
